ID,Type,Name,Description,Page,Section
3BE06050-2D68-4CF1-84F3-235CF0836CAF,Activity,Define system requirements,"– Identify and define the required system functions. These functions should be kept implementation independent, not imposing additional design constraints. Define conditions or design factors that facilitate and foster efficient and cost‐effective life cycle functions (e.g., acquisition, deployment, operation, support, and retirement). Also, include the system behavior characteristics.
– Identify the stakeholder requirements or organizational limitations that impose unavoidable constraints on the system and capture those constraints.
– Identify the critical quality characteristics that are relevant to the system, such as safety, security, reliability, and supportability.
– Identify the technical risks that need to be accounted for in the system requirements.
– Specify system requirements, consistent with stakeholder requirements, functional boundaries, functions, constraints, critical performance measures, critical quality characteristics, and risks. System requirements may be captured in the SyRS. Additionally, a documentation tree may be developed to define the hierarchy of system definition products being developed. The documentation tree evolves with the interaction of the system requirements definition, architecture definition, and design definition processes. 
Capture the associated rationale, as the requirements are specified.",57,4.3
DCAA6C99-F1D7-4092-A4AB-8108DE1CE69C,Activity,Analyze system requirements,"– Analyze the integrity of the system requirements to ensure that each requirement or set of requirements possess overall integrity. (See Section 4.3.2.2 for characteristics of a good requirement or set of requirements.)
– Provide analysis results to applicable stakeholders to ensure that the specified system requirements adequately reflect the stakeholder requirements.
– Negotiate modifications to resolve issues identified in the requirements.
– Define verification criteria—critical performance measures that enable the assessment of technical achievement. System verification criteria include measures of performance (MOPs) and technical performance measures (TPMs), which are the “implementation” measures of success that should be traceable to the MOEs and MOSs (operational perspective) with the relationships defined.",57,4.3
E1383CF4-EBAC-411E-8519-5E634DE950B5,Activity,Manage system requirements,"– Ensure agreement among key stakeholders that the requirements adequately reflect the stakeholder intentions.
– Establish and maintain traceability between the system requirements and the relevant elements of the system definition (e.g., stakeholder requirements, architecture elements, interface definitions, analysis results, verification methods or techniques, and allocated, decomposed, and derived requirements.)
– Maintain throughout the system life cycle the set of system requirements together with the associated rationale, decisions, and assumptions.
– Provide baseline information for configuration management.",57,4.3
639E1B56-D946-4306-A60B-90043EF25CBB,Activity,Prepare for architecture definition,"– Identify and analyze relevant market, industry, stakeholder, organizational, business, operations, mission, legal, and other information that will help to understand the perspectives that willguide the development of the architecture views and models. This information is intended to help build an understanding of the environment for which the solution is needed in order to estab-lish better insight into the stakeholder concerns.
– In particular, analyze the system requirements and tag nonfunctional requirements, that is, those dealing with operational conditions (e.g., safety, security, dependability, human factors, simplicity of interfaces, environmental conditions), as well as life cycle constraints (e.g., maintenance, disposal, deployment) that will strongly influence the definition of the solution elements.
– Capture stakeholder concerns related to architecture. Usually, the stakeholder concerns focus on expectations or constraints that span one or more system life cycle stages. The concerns are often related to critical quality characteristics to the system that relate to those stages.
– Establish the approach for defining the architecture. This includes an architecture roadmap and strategy, as well as methods, modeling techniques, tools, and the need for any enabling sys-tems, products, or services. The approach should also include the process requirements (e.g., measurement approach and methods), evalua-tion (e.g., reviews and criteria), and necessary coordination. Capture the evaluation criteria.
– Ensure the enabling elements or services will be available. As part of this task, plan for the need and identify the requirements for the enabling items.",64,4.4
549B5180-7C86-45EE-97B1-3DB0B46278E6,Activity,Develop architecture viewpoints,"– Based on the identified stakeholder concerns, establish or identify the associated architecture viewpoints, the supporting kinds of models that facilitate the analysis and understanding of the viewpoint, and relevant architecture frameworks to support the development of the models and views.",64,4.4
4D5D3593-6A3B-42A2-8614-71715C641791,Activity,Develop models and views of candidate architectures,"– Select or develop supporting modeling tech-niques and tools.
– In conjunction with the system requirements definition process, determine the system con-text (i.e., how the SOI fits into the external environment) and boundary, including the interfaces, that reflect the operational scenarios and expected system behaviors. This task includes identification of expected interactions of the system with systems or other entities external to the system (control) boundary as defined in negotiated ICDs.
– Determine which architectural entities (e.g., functions, input/output flows, system elements, physical interfaces, architectural characteristics, information/data elements, containers, nodes, links, communication resources, etc.) address the highest priority requirements (i.e., most important stakeholder concerns, critical quality characteristics, and other critical needs).
– Allocate concepts, properties, characteristics, behaviors, functions, and/or constraints that are significant to architecture decisions of the system to architectural entities.
– Select, adapt, or develop models of the candidate architectures of the system, such as logical and physical models. It is sometimes neither necessary nor sufficient to use logical and physical models. The models to be used are those that best address key stakeholder concerns. Logical models may include functional, behavioral, or temporal models; physical models may include structural blocks, mass, layout, and other physical models (see Section 9.1 for more information about models).
– Determine need for derived system requirements induced by necessary added architectural entities (e.g., functions, interfaces) and by structural dispositions (e.g., constraints, operational conditions). Use the system requirements definition process to define and formalize them.
– Compose views from the models of the candidate architectures. The views are intended to ensure that the stakeholder concerns and critical require-ments have been addressed.
– For each system element that composes the system, develop requirements corresponding to allocation, alignment, and partitioning of archi-tectural entities and system requirements to system elements. To do this, invoke the stakeholder needs and requirements definition process and the system requirements definition process.
– Analyze the architecture models and views for consistency and resolve any issues identified. Correspondence rules from frameworks can be useful in this analysis (ISO/IEC/IEEE 42010, 2011).
– Verify and validate the models by execution or simulation, if modeling techniques and tools permit, and with traceability matrix of OpsCon. Where possible, use design tools to check their feasibility and validity. As needed, implement partial mock‐ups or prototypes, or use executable architecture prototypes or simulators.",64,4.4
4CF62FA6-2E8A-40AB-BD5F-C57856872A36,Activity,Relate the architecture to design,"– Determine the system elements that reflect the architectural entities. Since the architecture is intended to be design‐agnostic, these system elements may be notional until the design evolves. To do this, partition, align, and allocate architec-tural entities and system requirements to system elements. Establish guiding principles for the system design and evolution. Sometimes, a “reference architecture” is created using these notional system elements as a means to convey architectural intent and to check for design feasibility.
– Establish allocation matrices between architec-tural entities using their relationships.
– Perform interface definition for interfaces that are necessary for the level of detail and understanding of the architecture. The definition includes the internal interfaces between the system elements and the external interfaces with other systems.
– Determine the design characteristics that relate to the system elements and their architectural entities, such as by mapping (see Section 4.5).
– Determine need for derived system requirements induced by necessary added architectural entities (e.g., functions, interfaces) and by structural dispositions (e.g., constraints, operational conditions). Use the system requirements definition process to formalize them.
– For each system element that composes the parent system, develop requirements correspond-ing to allocation, alignment, and partitioning of architectural entities and system requirements to system elements. To do this, invoke the stakeholder needs and requirements definition process and the system requirements definition process.",64,4.4
650F5DCD-A433-4340-A4B0-3B10A4676135,Activity,Assess architecture candidates,"– Using the architecture evaluation criteria, assess the candidate architectures by applying the system analysis, measurement, and risk management processes.
– Select the preferred architecture(s). This is done by applying the decision management process.",64,4.4
0677E4EF-EF4D-44F5-BBBC-C533CA2A2A73,Activity,Manage the selected architecture,"– Capture and maintain the rationale for all selections among alternatives and decision for the architecture, architecture framework(s), view-points, kinds of models, and models of the architecture.
– Manage the maintenance and evolution of the architecture, including the architectural entities, their characteristics (e.g., technical, legal, economical, organizational, and operational entities), models, and views. This includes concordance, completeness, and changes due to environment or context changes, technological, implementation, and operational experiences. Allocation and traceability matrices are used to analyze impacts onto the architecture. The present process is performed at any time evolutions of the system occur.
– Establish a means for the governance of the architecture. Governance includes the roles, responsibilities, authorities, and other control functions.
– Coordinate review of the architecture to achieve stakeholder agreement. The stakeholder requirements and system requirements can serve as references.",64,4.4
72A8309D-1589-4913-A821-648F64F6FA0F,Activity,Prepare for design definition,"– Plan for technology management. Identify the technologies needed to achieve the design objec-tives for the system and its system elements. The technology management includes obsolescence management. Determine which technologies and system elements have a risk of becoming obso-lete. Plan for their potential replacement, including identification of potential evolving technologies.
– Identify the applicable types of design charac-teristics for each system element considering the technologies that will be applied. Periodically assess the design characteristics and adjust as the system architecture evolves.
– Define and document the design definition strategy, including the need for and requirements of any enabling systems, products, or services.",70,4.5
10CC2E68-316D-45C9-88FE-B4DB173E039E,Activity,Establish design characteristics and design enablers related to each system element,"– Perform requirements allocation to system elements for all requirements and system elements not fully addressed in the architecture definition process.
Note: Usually, every system requirement is trans-formed into architectural entities and architectural characteristics. Those entities or characteristics are then allocated to system elements, either by direct assignment or by some kind of partitioning. However, there will be some cases where it is impractical or impossible to transform a requirement into an architectural entity. In either case, it is important to do some degree of analysis or study to determine how best to flow down each requirement. It is good practice to try to do as much of the allocation as possible in the architecture definition process.
– Define the design characteristics relating to the architectural characteristics for the architectural entities, and ensure that the design characteristics are feasible. Use design enablers such as models (physical and analytical), design heuristics, etc. If the design characteristics are determined infeasible, then assess other design alternatives or per-form trades of other system definition elements.
– Perform interface definition to define the interfaces that were not defined by the architecture definition process or that need to be refined as the design details evolve. This includes both internal interfaces between the system elements and the external interfaces with other systems.
– Capture the design characteristics of each system element. The resulting artifacts will be dependent on the design methods and techniques used.
– Provide rationale about selection of major implementation options and enablers.",70,4.5
647CE4DC-35BD-474E-AD5B-A48E4E0B84C5,Activity,Assess alternatives for obtaining system elements,"– Identify existing implemented elements. These include COTS, reused, or other nondeveloped system elements. Alternatives for new system elements to be developed may be studied.
– Assess options for the system element, including the COTS system elements, the reused system elements, and the new system elements to be developed using selection criteria that is derived from the design characteristics.
– Select the most appropriate alternatives.
– If the decision is made to develop the system element, rest of the design definition process and the implementation process are used. If the decision is to buy or reuse a system element, the acquisition process may be used to obtain the system element.",70,4.5
2019E93F-7B74-4BE8-AA80-317846FDCD2B,Activity,Manage the design,"– Capture and maintain the rationale for all selections among alternatives and decisions for the design, architecture characteristics, design enablers, and sources of system elements.
– Manage the maintenance and evolution of the design, including the alignment with the architecture. Assess and control evolution of the design characteristics.
– Establish and maintain bidirectional traceability between the architecture entities (including views, models, and viewpoints) to the stakeholder requirements and concerns; system requirements and constraints; system analysis, trades, and rationale; verification criteria and results; and design elements. The traceability between the design characteristics and the architectural entities also helps ensure architectural compliance.
– Provide baseline information for configuration management.
– Maintain the design baseline and the design definition strategy.",70,4.5
56D924CE-1F37-4D7B-A690-63BD0F88DA36,Activity,Prepare for system analysis,"– Define the scope, types, objectives, and level of accuracy of required analyses and their level of importance to the system stakeholders.
– Define or select evaluation criteria (e.g., oper-ational conditions, environmental conditions, performance, dependability, costs types, risks types). The criteria mainly come from stakeholder needs, nonfunctional requirements, and design characteristics. The criteria must be consistent with the decision management strategy (see Section 5.3).
– Determine the candidate elements to be analyzed, the methods and procedures to be used, and the needed justification items.
– Determine the need and requirements for and obtain or acquire access to the enabling systems, products, or services necessary to perform analyses of the SOI.
– Schedule the analyses according to the availability of models, engineering data (e.g., OpsCon, business models, stakeholder requirements, system requirements, design characteristics, verification actions, validation actions), skilled personnel, and procedures.
– Document the corresponding system analysis strategy.",74,4.6
528F7B60-B475-4FEE-AC4B-20411EADB768,Activity,Perform system analysis,"– Collect the data and inputs needed for the analysis, highlighting any assumptions. Inputs can include models. Those models may be:
° Physical models, specific to each discipline, allowing to simulate physical phenomena
° Representation models mainly used to simulate the behavior of a system or system element
° Analytical models (deterministic and stochastic) used to establish values of estimates to approachthe real operation of a system or system element
– Carry out analyses as scheduled using defined methods and procedures for cost, risk, effectiveness, and validation of assumptions.
– Conduct in‐process peer reviews with appropriate subject matter experts to assess the validity, quality, and consistency of the evolving system with the stakeholder objectives and with previous analyses. Record and report in‐process results.",74,4.6
8062190E-3FE0-44AC-98BD-89D59DC3E119,Activity,Manage system analysis,"– Baseline the analysis results or reports using the configuration management process.
– Maintain an engineering history of the system evolution from stakeholder needs definition to ultimate system retirement so that the project team can conduct bidirectional searches at any time during—or after—the system life cycle.",74,4.6
25044FB8-6608-40CA-A4E4-E22EAF24477E,Activity,Prepare for implementation,"– Define fabrication/coding procedures, tools and equipment to be used, implementation tolerances, and the means and criteria for auditing configuration of resulting elements to the detailed design documentation. In the case of repeated system element implementations (such as for mass manufacturing or replacement elements), the implementation strategy is defined/refined to achieve consistent and repeatable element production and retained in the project decision database for future use.
– Elicit from stakeholders, developers, and team-mates any constraints imposed by implemen-tation technology, strategy, or implementation enabling systems. Record the constraints for consideration in the definition of the requirements, architecture, and design.
– Document the plan for acquiring or gaining access to resources needed during implementation. The planning includes the identification of requirements and interfaces for the enabling system.",77,4.7
DEDEBAD7-CB8A-40A6-8F94-5A3E8AFF29A2,Activity,Perform implementation,"– Develop data for training users on correct and safe procedures for operating and maintaining that element, either as a stand‐alone end item or as part of a larger system.
– Complete detailed product, process, material spec-ifications (“build‐to” or “code‐to” documents), and corresponding analyses.
– Ensure the realization of the system elements per the detailed product, process, and material specifications and produce documented evidence of implementation compliance—specifically, these tasks are as follows:
° Conduct peer reviews and testing—Inspect and verify software for correct functionality, white box testing, etc. in accordance with software/hardware best practices.
° Conduct hardware conformation audits—Compare hardware elements to detailed draw-ings to ensure that each element meets its detailed specifications prior to integration with other elements.
– Prepare initial training capability and draft training documentation—To be used to provide the user community with the ability to operate, conduct failure detection and isolation, conduct contingency scenarios, and maintain the system as appropriate.
– Prepare a hazardous materials log, if applicable.
– Determine the packaging and storage require-ments for the system element and ensure initiation of the packaging and/or storage, at the appropriate time.",77,4.7
EB8D2A72-7FBD-4455-8209-761DFC6F9B3D,Activity,Manage results of implementation,"– Identify and record implementation results. Maintain the records per organizational policy.
– Record any anomalies encountered during the implementation process, and analyze and resolve the anomalies (corrective actions or improvements) using the quality assurance process (see Section 5.8).
– Establish and maintain traceability of the implemented system elements with the system architecture, design, and system and interface requirements that are needed for implementation.
– Provide baseline information for configuration management.",77,4.7
2A8A56D5-C8C6-438F-94CD-AA5CD85C71A6,Activity,Prepare for integration,"– Define critical checkpoints to provide assurance of the correct behavior and operation of interfaces and functions of the system elements.
– Establish the integration strategy that minimizes integration time, costs, and risks:
° Define an optimized sequence order of assem-bly aggregates, composed of system elements, based on the system architecture definition, and on appropriate integration approaches and techniques.
° Define the configurations of the aggregates to be built and verified (depending on sets of parameters).
° Define the assembly procedures and related enablers.
– Identify integration constraints on the SOI, arising from the integration strategy, to be incorpo-rated in the system requirements, architecture, and design (this includes requirements such as accessibility, safety for integrators, and required interconnections for sets of implemented system elements and for enablers).
– The acquisition of the enablers can be done through various ways such as rental, procurement, development, reuse, and subcontracting. An enabler may be a complete enabling system developed as a separate project from the project of the SOI.",79,4.8
F3C05044-4767-48CF-A2E8-5C4F89D349BF,Activity,Perform integration - Successively integrate system element configurations until the complete system is synthesized,"– Assemble the verified and validated system elements to form the incremental aggregate using the defined assembly procedures, the related integration enabling systems, and the interface control definitions.
– Invoke the system V&V processes, as needed, to check the correct implementation of architectural characteristics and design properties and to check that the individual system elements provide the functions intended.",79,4.8
1539A574-04AE-4A1C-8CB8-22C653385ABD,Activity,Manage results of integration,"– Identify and record the results of integration. Maintain bidirectional traceability of the updated integrated system elements with the updated system architecture, design, and system and interface requirements. Maintain the records, including configuration updates, per organizational policy.
– Record anomalies observed during the integration process (identifying corrective actions or improvements), and resolve them using the quality assurance process (see Section 5.8).
– Update the integration strategy and schedule according to the progress of the project; in particular, the order of system elements assem-bly can be redefined or rescheduled because of unexpected events or unavailability of system elements as planned.
– Coordinate integration activities with the project manager (e.g., for scheduling, acquisition of enablers, hiring of qualified personnel and resources), the architects or designers (e.g., for understanding of the architecture, errors, defects, nonconformance reports), and the configuration manager (e.g., for versions of submitted elements, architecture and design baselines, enablers, assembly procedures).",79,4.8
EF6B1C79-1642-488F-B605-3F78F2984EA7,Activity,Prepare for verification,"– Develop a strategy that prioritizes the verification actions to minimize costs and risks while maximizing operational coverage of system behaviors:
° Establish a list of the items for verification, including requirements, architectural characteristics, or design properties, and define the corresponding verification actions. The approach to verification should be identified and documented at the time that a requirement is first documented to ensure that the requirement as written is indeed verifiable. This may require restating a requirement or decomposing it into several verifiable statements. (For example, how do you satisfy the legitimate requirement of a system being “user friendly”?)
° Establish a list of verification constraints that need to be considered. The constraints could impact the implementation of the verification actions and include contractual constraints, limitations due to regulatory requirements, cost, schedule, feasibility to exercise a func tion (such as in some ordi-nance), safety considerations, physical config-urations, accessibility, etc.
° Considering the constraints, plan for the methods or techniques that will be applied for each verification action. The methods or techniques generally include inspection, analysis, demonstration, or test (see Section 4.9.2.2). Note that analysis often is considered to include modeling, simulation, and analogy when identifying the verification methods or techniques and success criteria are also defined that indicates successful verification.
° Establish the scope of the verification. Verification consumes resources: time, labor, facilities, and funds. The selection of what must be verified should be made according to the type of system, the objectives of the project, and the acceptable risks regarding the with-drawal of a verification action.
– Develop the verification procedures that support the verification actions.
° Schedule the execution of verification actions in the project steps and define the configura-tion of submitted items to verification actions.
– Identify verification constraints on the system or system elements, arising from the verification strategy, that relate to specific system requirements, architecture elements, or design elements. Typical constraints include performance characteristics, accessibility, and interface characteristics. Provide the constraint information for consideration in the system requirements definition, architecture definition, and design definition processes.
– Ensure that the necessary enabling systems, products, or services required for the verification actions are available, when needed. The planning includes the identification of requirements and interfaces for the enablers. The acquisition of the enablers can be done through various ways such as rental, procurement, development, reuse, and subcontracting. An enabler may be a complete enabling system developed as a separate project from the project of the SOI.",83,4.9
43098726-64A5-4193-AE41-4E843E1D4DE6,Activity,Perform verification,"– Implement the verification plan developed in the preceding subsection. That plan includes detailed descriptions for the selected verification actions:
° Item to be verified
° Expected results and success criteria
° Selected verification method or technique
° The data needed
° The corresponding enabling systems, products, or services
– Using the verification procedures, execute the verification actions and record the results.
– Analyze the verification results against any established expectations and success criteria to determine whether the element being verified indicates conformance.",83,4.9
4BD53EBC-A709-47E0-B4DE-D4B2B03349F2,Activity,Manage results of verification,"– Identify and record verification results and enter data in the Requirements Verification and Traceability Matrix (RVTM). Maintain the records per organizational policy.
– Record anomalies observed during the verification process, and analyze and resolve the anomalies (corrective actions or improvements) using the quality assurance process (see Section 5.8).
– Establish and maintain bidirectional traceability of the verified system elements with the system architecture, design, and system and interface requirements that are needed for verification.
– Provide baseline information for configuration management.
– Update the verification strategy and schedule according to the progress of the project; in particular, planned verification actions can be redefined or rescheduled as necessary.
– Coordinate verification activities with the project manager (e.g., for scheduling, acquisition of enablers, hiring of qualified personnel and resources), the architects or designers (e.g., for errors, defects, nonconformance reports), and the configuration manager (e.g., for versions of submitted items, requirements, architecture and design baselines, enablers, verification procedures).",83,4.9
BA851ABF-49D3-42B2-8321-0AA8C5603A46,Activity,Prepare for the transition,"– Plan for the transition of the system. The strategy should include operator training, logistics support, delivery strategy, and problem rectification/resolution strategy.
– Develop installation procedures.
– Ensure that the necessary enabling systems, products, or services required for transition are available, when needed. The planning includes the identification of requirements and interfaces for the enablers. The acquisition of the enablers can be done through various ways such as rental, procurement, development, reuse, and subcon-tracting. An enabler may be a complete enabling system developed as a separate project from the project of the SOI.",88,4.1
9FEB2F39-645D-42BF-AC06-737B877FCA7E,Activity,Perform the transition,"– Using the installation procedures, install the system.
– Train the users in the proper use of the system and affirm users have the knowledge and skill levels necessary to perform operation and maintenance activities. This includes a complete review and handoff of operator and maintenance manuals, as applicable.
– Receive final confirmation that the installed system can provide its required functions and can be sustained by the enabling systems and services. This process typically ends with a formal, written acknowledgement that the system has been properly installed and verified, that all issues and action items have been resolved, and that all agreements pertaining to development and delivery of a fully supportable system have been fully satisfied or adjudicated.
– After the demonstration of functionality in the operational site and any review for operational readiness, the system can be placed into service.",88,4.1
5295C815-A383-471A-80DC-2BDF4DC20EF7,Activity,Manage results of transition,"– Postimplementation incidents and problems are captured and may lead to corrective actions or changes to the requirements. The quality assurance process is used for the incident and problem reso-lution that is reported during performance of the transition process.
– Record anomalies observed during the transition process. These provide awareness of the results, information needed to address anomalies, and a historical record. Anomalies may stem from the transition strategy, supporting enabling systems, interfaces, etc. The project assessment and con-trol process is used to analyze the anomalies and determine what, if any, action is needed.
– Maintain bidirectional traceability of the transitioned system elements with the transition strategy, system architecture, design, and system requirements.
– Provide baseline information for configuration management.",88,4.1
D1DAC8E4-61F4-4974-B5C7-6BD9AF4BC627,Activity,Prepare for validation,"– Establish the validation strategy, which is often part of a validation plan, that optimizes the number and type of validation actions while minimizing costs and risks:
° Identify the stakeholders who will be involved in the validation activities and define their roles and responsibilities. This can include the acquirer, the supplier, and a third‐party representative.
° The scope of the validation plan is dependent on the life cycle stage and the progress within it. Validation may be appropriate for the full system, a system element, or an artifact, such as the ConOps or a prototype, in addition to the delivered system.
° Establish a list of validation constraints that need to be considered. The constraints could impact the implementation of the validation actions and include contractual constraints, limitations due to regulatory requirements, cost, schedule, feasibility to exercise a function (such as in some ordinance), safety considerations, physical configurations, accessibility, etc.
° With appropriate consideration to the constraints, select suitable validation approach to be applied, such as inspection, analysis,demonstration, or test, depending on the life cycle stage. Identify any enablers needed.
° It may be necessary to prioritize the validation actions. The validation actions should be prioritized and evaluated against constraints, risks, type of system, project objectives, and other relevant criteria.
° Determine if there are any validation gaps and that the resulting validation actions will provide an acceptable level of confidence that the system or system element will meet the identified needs.
° Ensure appropriate scheduling via the project planning process to meet the requirements for the execution of the validation actions in the applicable project steps.
° Define the configuration of submitted items to validation actions.
– Identify validation constraints on the system, arising from the validation strategy, to be incorporated in the stakeholder requirements. This includes practical limitations of accuracy, uncertainty, repeatability that are imposed by the validation enablers, the associated measurement methods, and the availability, accessibility, and intercon-nection with enablers.
– Ensure that the necessary enabling systems, products, or services required for the validation actions are available, when needed. The planning includes the identification of requirements and interfaces for the enablers. An enabler may be a complete enabling system developed as a separate project from the project of the SOI.",89,4.11
28F67A39-4754-41D6-9ECA-A3782B7348E5,Activity,Perform validation,"– Develop the validation procedures that support the validation actions.
– Ensure readiness to conduct validation: availability and configuration status of the system/item, the availability of the validation enablers, qualified personnel or operators, resources, etc.
– Conduct validation actions in accordance with the procedures. This should include performing the actions in the operational environment or one as close to it as possible. During the conduct of the validation actions, record the results of the actions, as they are performed.",89,4.11
268BBE1D-FC08-4E88-BBA8-B199CD34BC87,Activity,Manage results of validation,"– Identify and record validation results and enter data in the validation report (including any necessary updates to the RVTM). Maintain the records per organizational policy.
– Record anomalies observed during the validation process, and analyze and resolve the anomalies (corrective actions or improvements) using the quality assurance process (see Section 5.8).
° Ensure the results and anomalies and/or non-conformances are analyzed using the project assessment and control process.
° Compare the obtained results with the expected results; deduce the degree of conformance of the submitted item (i.e., provides the services expected by the stakeholder); decide whether the degree of conformance is acceptable.
° Problem resolution is handled through the quality assurance and project assessment and control processes. Changes to the system or system element definition (i.e., requirements, architecture, design, or interfaces) and associated engineering artifacts are performed within other technical processes.
– Obtain acquirer (or other authorized stakeholders) acceptance of validation results.
– Maintain bidirectional traceability of the vali-dated system elements with the validation strategy, business/mission analysis, stakeholder require-ments, system architecture, design, and system requirements.
– Provide baseline information for configuration management.
– Update the validation strategy and schedule according to the progress of the project; in particular, planned validation actions can be rede-fined or rescheduled as necessary.",89,4.11
264C23B9-F729-4C41-868C-37814787E8B3,Activity,Prepare for operation,"– Plan for operation, including the development of the strategy:
° Establish availability of equipment, services, and personnel and performance tracking system.
° Verify schedules for personnel and facilities (on a multishift basis if appropriate).
° Define business rules related to modifications that sustain existing or enhanced services.
° Implement the OpsCon and environmental strategies.
° Review operational performance measures, thresholds, and criteria.
° Verify all personnel have had the applicable system safety training.
– Feed back any operation constraints on the system or system elements to the system requirements definition, architecture definition, or design definition processes.
– Ensure that the necessary enabling systems, products, or services required for operation are available, when needed. The planning includes the identification of requirements and interfaces for the enablers. The acquisition of the enablers can be done through various ways such as rental, procurement, development, reuse, and subcontracting. An enabler may be a complete enabling system developed as a separate project from the project of the SOI.
– Identify operator skill sets and train operators to operate the system.",95,4.12
94017352-4CCF-493C-870A-8FF6853B55A6,Activity,Perform operation,"– Operate the system according to the OpsCon.
– Track system performance and account for operational availability. This includes operating the system in a safe manner and performing operational analysis to determine system noncompliance.
– When abnormal operational conditions warrant, conduct planned contingency actions. Perform system contingency operations, if necessary.",95,4.12
3502FD13-69C4-4FD4-BF1C-DDB539662590,Activity,Manage results of operation,"– Document the results of operations.
– Record anomalies observed during the operation process, and analyze and resolve the anomalies (corrective actions or improvements) using the quality assurance process (see Section 5.8). Implementation of procedures for restoring operations to a safe state should be followed. Maintain bidirectional traceability of the operations ele-ments with the operation strategy, business/mission analysis, ConOps, OpsCon, and stakeholder requirements.",95,4.12
F6A85F4E-43DA-43F6-A6AD-028AA6E91570,Activity,Support the customer,– Perform tasks needed to address customer requests.,95,4.12
9252E24A-8C59-4D4F-B448-287323CEA9E0,Activity,Prepare for maintenance,"– Plan for maintenance, including the development of the strategy, that includes the following:
° Sustained service across the life cycle in order to meet customer requirements and achieve customer satisfaction. The strategy should define the types of maintenance actions (preventive, corrective, modification) and levels of maintenance (operator, in situ, factory).
° The various types of maintenance actions, including corrective maintenance (addressing failures or problems), adaptive maintenance (addressing changes needed to accommodate system evolution), perfective maintenance (addressing enhancements), and scheduledpreventive maintenance (addressing routine servicing to prevent failures) while mini-mizing operational downtime.
° The approach to address logistics needs across the life cycle, considering the following:
– Approach to manage spare parts or system elements (e.g., number, type, storage, location, shelf life, conditions, renewal fre-quency). Analysis includes requirements and plans for packaging, handling, storage, and transportation (PHS&T).
– Anticounterfeit approach (i.e., prevention of counterfeit system elements, especially parts, in the supply chain).
– Identify or define sources of technical data and training needed to support maintenance.
– Identify or define the skills, training, qualifications, and number of personnel for maintenance. Consider any regulatory requirements that drive the need for specific skills, such as safety or security.
– Feed back any maintenance constraints on the system or system elements to the system requirements definition, architecture definition, or design definition processes.
– Use the system analysis process to support any trades needed of the maintenance strategy and approach to ensure affordability, feasibility, supportability, and sustainability of the system maintenance.
° Ensure that the necessary enabling systems, products, or services required for maintenance are available, when needed. The planning includes the identification of requirements and interfaces for the enablers. The acquisition of the enablers can be done through various ways such as rental, procurement, development, reuse, and subcontracting. An enabler may be a complete enabling system developed as a separate project from the project of the SOI.
° Assign trained, qualified personnel to be maintainers.",97,4.13
81701969-9C8D-4B17-B969-2D096C51F9FA,Activity,Perform maintenance,"– Develop maintenance procedures for preventive and corrective maintenance.
– Identify, record, and resolve system anomalies.
– Restore system operation after a failure.
– Plan future maintenance by reviewing and analyzing anomaly reports.
– Initiate analysis and corrective action to remedy previously undetected design errors.
– Per the identified schedule, perform preventive maintenance actions using defined maintenance procedures.
– Determine the need for adaptive or perfective.",97,4.13
5EE46BEF-AD18-4A82-9533-680D7D0BCB98,Activity,Perform logistics support,"– Conduct acquisition logistics actions—Includes performing trade studies and analysis to determine the most cost‐effective means to support the system across the life cycle. Design influence considers features that impact the inherent reliability and maintainability of system services contrasted with the affordability of other support options including the use of spare parts. Design considerations are often constrained by availability requirements, the impact of supply chain management, manpower restrictions, and system affordability. Acquisition logistics plans for and develops strategies for system life cycle supportability (maintenance, supply support, support equipment, staffing, and enabling systems) concurrently with the definition of the system requirements.
– Conduct operational logistics actions—Operational logistics is the concurrent tuning of both the SOI and enabling systems throughout the operational life to ensure effective and efficient delivery of system capabilities. Operational logistics actions enable the system to achieve required operational readiness. The actions include staffing, maintenance management, supply support, support equipment, technical data needs (e.g., manuals, instructions, lists), training support, sustaining engineering, computing resources, and facilities. Operational logistics provides a rich source of data concerning the operational performance of the system. This data should be used to support trend analysis and provides a direct feedback loop on system effectiveness and efficiency and insight into customer satisfaction.",97,4.13
8E32162A-2527-4A51-9175-28CF6EDC4350,Activity,Manage results of maintenance and logistics,"– Document the results of the maintenance process.
– Record anomalies observed during the maintenance process, and analyze and resolve the anomalies (corrective actions or improvements) using the quality assurance process (see Section 5.8). Identify and record trends of maintenance and logistics actions.
– Maintain bidirectional traceability of the maintenance actions and the applicable system elements and system definition artifacts.
– Obtain feedback from customers to understand the level of satisfaction with the maintenance and logistics support.",97,4.13
7AF942C9-0E7C-42BD-8C0D-7D0E2EC23335,Activity,Prepare for disposal,"– Review the retirement concept (may be called concept of disposal), including any hazardous materials and other environmental impacts to be encountered during disposal.
– Plan for disposal, including the development of the strategy.
– Impose associated constraints on the system requirements.
– Ensure that the necessary enabling systems, products, or services required for disposal areavailable, when needed. The planning includes the identification of requirements and interfaces for the enablers. The acquisition of the enablers can be done through various ways such as rental, procurement, development, reuse, and subcon-tracting. An enabler may be a complete enabling system developed as a separate project from the project of the SOI.
– Identify elements that can be reused and that cannot be reused. Methods need to be implemented to prevent hazardous materials from reuse in the supply chain.
– Specify containment facilities, storage locations, inspection criteria, and storage periods, if the system is to be stored.",101,4.14
